184072188,"2018-01-26T00:00",1,2018,"D9",354917059,66711932910,7924266,"Venda Direta","MT",232489868,"Familia 7","Outros","B","Algodão","Venda Bruta",11983.6475812,71251.76903479293,5.9457497020000005
184136916,"2018-01-26T00:00",1,2018,"D9",354917059,66711934089,8064852,"Venda Direta","MT",234630004,"Familia 73","Inseticida","A","Algodão","Venda Bruta",359.509427436,28298.932692756694,78.715411984
184120209,"2018-01-26T00:00",1,2018,"D9",354914448,66711932433,3575798,"Venda Direta","MT",232309028,"Familia 75","Fungicida","B","Soja","Venda Bruta",1509.9395952312002,98754.95188222302,65.403246722
184120170,"2018-01-26T00:00",1,2018,"D9",354916415,66711932316,5509280,"Venda Direta","MT",232254380,"Familia 9","Fungicida","A","Soja","Venda Bruta",5752.150838976,396366.65512763814,68.9075558384
184136946,"2018-01-26T00:00",1,2018,"D9",354915764,66711934656,2917878,"Venda Direta","MS",234769368,"Familia 1","Fungicida","A","Milho Safrinha","Venda Bruta",4793.45903248,539442.4268736352,112.5371935419552
184136985,"2018-01-26T00:00",1,2018,"D9",354914637,66711935664,2062314,"Venda Direta","MT",235938456,"Familia 76","Fungicida","A","Algodão","Venda Bruta",527.2804935728001,56608.96300617722,107.3602450616
184136997,"2018-01-26T00:00",1,2018,"D9",354914637,66711936159,3891708,"Venda Direta","MT",233575616,"Familia 74","Fungicida","B","Soja","Venda Bruta",215.70565646160003,12176.1076174289,56.447790091200005
184137003,"2018-01-26T00:00",1,2018,"D9",354914539,66711936204,7537440,"Venda Direta","MT",232489868,"Familia 7","Outros","B","Milho Safrinha","Venda Bruta",695.0515597096,7548.399800613391,10.860201225600001
184063233,"2018-01-26T00:00",1,2018,"D10",354920363,66711930390,8734056,"Venda Direta","BA",232173716,"Familia 43","Inseticida","C","Soja","Venda Bruta",191.73836129920002,5004.018044779794,26.098157984
184103052,"2018-01-26T00:00",1,2018,"D11",354914833,66711930237,2092856,"Cooperativa","SC",232257152,"Familia 123","Fungicida","A","Soja","Venda Bruta",695.0515597096,77911.82952313218,112.09503587861104
184200978,"2018-01-29T00:00",1,2018,"D9",354917059,66711954411,8064852,"Venda Direta","MT",232077272,"Familia 78","Inseticida","A","Algodão","Venda Bruta",1102.4955774704001,73197.38371208282,66.39245109720001
184160589,"2018-01-29T00:00",1,2018,"D9",354914966,66711953817,2191862,"Venda Direta","MT",232490044,"Familia 7","Outros","B","Algodão","Venda Bruta",6231.496742224001,51543.403610443485,8.271432328800001
184200966,"2018-01-29T00:00",1,2018,"D9",354915771,66711954249,13192630,"Revenda","MT",232015740,"Familia 59","Herbicida NS","A","Milho Safrinha","Venda Bruta",8.38855330684,5068.132025978534,604.1723573296
184105659,"2018-01-29T00:00",1,2018,"D10",354920363,66711947868,2130630,"Venda Direta","BA",232489868,"Familia 7","Outros","B","Algodão","Venda Bruta",6686.8753503096,64176.53142430085,9.5973871296
184105737,"2018-01-29T00:00",1,2018,"D10",354917052,66711955374,9554888,"Venda Direta","MA",234769368,"Familia 1","Fungicida","A","Milho Safrinha","Venda Bruta",551.2477887352001,55573.71894036569,100.81440701626349
184105749,"2018-01-29T00:00",1,2018,"D10",354917052,66711955437,4110884,"Venda Direta","TO",232489868,"Familia 7","Outros","B","Milho Safrinha","Venda Bruta",1054.5609871456002,10628.330030004608,10.078440374295
184234599,"2018-01-30T00:00",1,2018,"D8",354914574,66711966912,2090188,"Revenda","MG",233575616,"Familia 74","Fungicida","B","Milho Verão","Venda Bruta",2396.72951624,129413.39005930001,53.995826054800006
184234476,"2018-01-30T00:00",1,2018,"D8",354917066,66711966660,2120610,"Cooperativa","MG",232159736,"Familia 94","Inseticida","B","Cana","Venda Bruta",1078.5282823080001,297819.7836328619,276.135348992
184214976,"2018-01-30T00:00",1,2018,"D8",354916163,66711965427,2976736,"Venda Direta","MS",232311528,"Familia 30","Fungicida","B","Cana","Venda Bruta",47.934590324800006,4616.294922837367,96.30404456485
184203156,"2018-01-30T00:00",1,2018,"D8",354916184,66711964221,8429562,"Venda Direta","MA",232311528,"Familia 30","Fungicida","B","Cana","Venda Bruta",311.5748371112,28008.84341079079,89.89443329402923
184214904,"2018-01-30T00:00",1,2018,"D8",354916919,66711964599,2120588,"Venda Direta","SP",233575616,"Familia 74","Fungicida","B","Cana","Venda Bruta",4793.45903248,215646.94699025824,44.98775217
184137717,"2018-01-30T00:00",1,2018,"D8",354914630,66711963555,7868866,"Revenda","GO",234175520,"Familia 63","Inseticida","B","Soja","Venda Bruta",359.509427436,21035.035530979578,58.510386448000006
184133085,"2018-01-30T00:00",1,2018,"D9",354917059,66711965085,8064852,"Venda Direta","MT",235638100,,"Outros","B","Algodão","Venda Bruta",239.672951624,6673.705517382728,27.8450508168
